recv_epoch,tick,power_v,power_a,ff_FR,ff_FL,ff_RR,ff_RL,q_FR_hip,dq_FR_hip,tau_FR_hip,cnt_FR_hip,temp_FR_hip,q_FR_thigh,dq_FR_thigh,tau_FR_thigh,cnt_FR_thigh,temp_FR_thigh,q_FR_calf,dq_FR_calf,tau_FR_calf,cnt_FR_calf,temp_FR_calf,q_FL_hip,dq_FL_hip,tau_FL_hip,cnt_FL_hip,temp_FL_hip,q_FL_thigh,dq_FL_thigh,tau_FL_thigh,cnt_FL_thigh,temp_FL_thigh,q_FL_calf,dq_FL_calf,tau_FL_calf,cnt_FL_calf,temp_FL_calf,q_RR_hip,dq_RR_hip,tau_RR_hip,cnt_RR_hip,temp_RR_hip,q_RR_thigh,dq_RR_thigh,tau_RR_thigh,cnt_RR_thigh,temp_RR_thigh,q_RR_calf,dq_RR_calf,tau_RR_calf,cnt_RR_calf,temp_RR_calf,q_RL_hip,dq_RL_hip,tau_RL_hip,cnt_RL_hip,temp_RL_hip,q_RL_thigh,dq_RL_thigh,tau_RL_thigh,cnt_RL_thigh,temp_RL_thigh,q_RL_calf,dq_RL_calf,tau_RL_calf,cnt_RL_calf,temp_RL_calf
1790284301.902483,1033323,29.9866,0.2735,109,108,88,104,-0.0628029779,-0.0310041904,0.024738282,1,30,1.24366379,0.0271286666,-0.0494765639,-2,28,-2.77286673,-0.0323521979,0.0474150404,1,31,0.0547188818,-0.0465062857,0.024738282,1,30,1.25277734,-0.0581328608,0.0494765639,2,27,-2.79771543,0.0303301867,0,0,30,-0.374227047,0.0697594285,-0.024738282,-1,47,1.25586021,0.0348797143,0,0,27,-2.76991296,0,-0.0474150404,-1,30,0.37067005,-0.00387552381,0,0,49,1.27278543,-0.0387552381,0,0,28,-2.79427171,0.0202201251,0,0,29
1790284301.904695,1033326,29.9866,0.2735,109,108,88,104,-0.0628029779,-0.0348797143,0,0,30,1.24366379,0.0310041904,0,0,28,-2.77285099,0,0,0,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25280762,0.00387552381,0,0,27,-2.79773116,0.00202201237,0,0,30,-0.374257326,-0.0155020952,-0.024738282,-1,47,1.25582993,-0.019377619,0,0,27,-2.76992869,-0.0262861624,-0.0474150404,-1,30,0.37067005,0,0,0,49,1.2728157,-0.00387552381,0,0,28,-2.79427171,0.0202201251,0,0,29
1790284301.906636,1033328,29.9866,0.2735,109,108,88,104,-0.062833257,-0.0891370475,0.024738282,1,30,1.24366379,0.0348797143,-0.0494765639,-2,28,-2.77285099,0,0.0474150404,1,31,0.054749161,0.019377619,0.0742148459,3,30,1.25280762,0.00775104761,0.0494765639,2,27,-2.79771543,0.0323521979,-0.0474150404,-1,30,-0.374227047,0.0465062857,0,0,47,1.25582993,-0.0116265714,0,0,27,-2.76991296,0.00606603734,0,0,30,0.37067005,0.00775104761,-0.024738282,-1,49,1.2728157,-0.0116265714,0,0,28,-2.79425597,0.0222421363,0,0,29
1790284301.908532,1033329,29.9955,0.2735,109,108,88,104,-0.0628029779,0.0310041904,0.024738282,1,30,1.24369407,0.0930125713,-0.024738282,-1,28,-2.77285099,0.00202201237,0,0,31,0.0547188818,-0.0465062857,0.0494765639,2,30,1.25277734,-0.0581328608,0.0494765639,2,27,-2.79771543,0.0242641494,-0.0474150404,-1,30,-0.374227047,0.0465062857,0,0,47,1.25582993,-0.0232531428,0,0,27,-2.76992869,-0.0283081736,0,0,30,0.37067005,0.00387552381,0,0,49,1.2728157,-0.0232531428,0,0,28,-2.79427171,0.0141540868,0,0,29
1790284301.910720,1033332,29.9955,0.2735,109,108,88,104,-0.0627726987,0.0232531428,0.024738282,1,30,1.24366379,0.0387552381,-0.024738282,-1,28,-2.77285099,0,0,0,31,0.054749161,0.019377619,0.0494765639,2,30,1.25280762,-0.00775104761,0.0494765639,2,27,-2.79773116,0,0,0,30,-0.374257326,-0.0155020952,0,0,47,1.25582993,-0.019377619,0,0,27,-2.76991296,0,0,0,30,0.37067005,0.019377619,0,0,49,1.2728157,-0.0155020952,0,0,28,-2.79427171,0.0141540868,0,0,29
1790284301.912570,1033333,29.9866,0.2735,109,108,88,104,-0.0628029779,0.0116265714,0.024738282,1,30,1.24360323,-0.0736349523,-0.024738282,-1,28,-2.77285099,0,0,0,31,0.0547188818,-0.0387552381,0.024738282,1,30,1.25277734,-0.0542573333,0.0494765639,2,27,-2.79771543,0.0262861624,0,0,30,-0.374257326,-0.00775104761,0,0,47,1.25582993,-0.0271286666,0,0,27,-2.76992869,-0.0202201251,0,0,30,0.37070033,0.0542573333,0,0,49,1.27284598,0.0348797143,0.024738282,1,28,-2.79425597,0.0505503081,0,0,29
1790284301.914676,1033334,29.9955,0.2735,109,108,88,104,-0.0627726987,0.0310041904,0.0494765639,2,30,1.24363351,-0.019377619,-0.0742148459,-3,28,-2.77286673,-0.0222421363,-0.0474150404,-1,31,0.0547188818,-0.0387552381,0.024738282,1,30,1.25277734,-0.0426307619,0,0,27,-2.79773116,0.00404402474,0,0,30,-0.374227047,0.0581328608,0,0,47,1.25589049,0.0930125713,0,0,27,-2.76991296,0.00606603734,0,0,30,0.37067005,0.00775104761,0,0,49,1.2728157,-0.0387552381,0,0,28,-2.79428744,-0.00606603734,0,0,29
1790284301.916839,1033338,29.9955,0.3076,109,108,88,104,-0.0628029779,-0.0387552381,0.0742148459,3,30,1.24366379,0.0348797143,-0.0494765639,-2,28,-2.77286673,-0.0242641494,0,0,31,0.054749161,0.0271286666,0.0494765639,2,30,1.25280762,0,0,0,27,-2.79771543,0.016176099,0,0,30,-0.374257326,-0.00775104761,0,0,47,1.25586021,-0.019377619,0,0,27,-2.76992869,-0.0242641494,0,0,30,0.37067005,0.00387552381,0,0,49,1.27284598,0.019377619,0,0,28,-2.79427171,0,0,0,29
1790284301.919033,1033340,29.9955,0.3076,109,108,88,104,-0.0627726987,0.0116265714,0.0494765639,2,30,1.24363351,-0.00775104761,0,0,28,-2.77285099,0.00404402474,0.0474150404,1,31,0.054749161,0.0116265714,0.024738282,1,30,1.2528379,0.0542573333,0.0494765639,2,27,-2.79771543,0.0202201251,0,0,30,-0.374227047,0.0465062857,0,0,47,1.25586021,0.0232531428,0,0,27,-2.76991296,-0.00404402474,0,0,30,0.37067005,0.00387552381,-0.024738282,-1,49,1.27278543,-0.0658839047,0,0,28,-2.79427171,0.0101100625,0.0474150404,1,29
1790284301.920980,1033341,29.9866,0.2735,109,108,88,104,-0.062833257,-0.0891370475,0.0742148459,3,30,1.24366379,0.0155020952,-0.0494765639,-2,28,-2.77286673,-0.0222421363,0,0,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25274706,-0.108514667,0.0494765639,2,27,-2.79771543,0.0202201251,0,0,30,-0.374227047,0.0581328608,0,0,47,1.25582993,-0.0116265714,-0.024738282,-1,27,-2.76991296,0,0,0,30,0.37067005,0.00387552381,0,0,49,1.2728157,-0.0155020952,0,0,28,-2.79427171,0.00808804948,0,0,29
1790284301.922861,1033344,29.9955,0.2735,109,108,88,104,-0.0627726987,0,0.024738282,1,30,1.24366379,0.0387552381,-0.0494765639,-2,28,-2.77285099,0.00808804948,0.0474150404,1,31,0.0547188818,-0.0426307619,0.024738282,1,30,1.25280762,-0.0116265714,0.024738282,1,27,-2.79773116,0,0,0,30,-0.374287605,-0.0736349523,0,0,46,1.25586021,0.0310041904,0,0,27,-2.76991296,0.00808804948,-0.0948300809,-2,30,0.37067005,0,0,0,49,1.2728157,-0.0155020952,0.024738282,1,28,-2.79427171,0.0222421363,0.0474150404,1,29
1790284301.924949,1033346,29.9955,0.2735,109,108,88,104,-0.062833257,-0.0852615237,0.0494765639,2,30,1.24366379,0.0387552381,-0.024738282,-1,28,-2.77285099,0.00404402474,0,0,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25277734,-0.0581328608,0,0,27,-2.79773116,-0.00808804948,0,0,30,-0.374257326,0.00387552381,0.024738282,1,46,1.25582993,-0.0155020952,-0.024738282,-1,27,-2.76992869,-0.0222421363,0,0,30,0.37067005,0.0271286666,0,0,49,1.27284598,-0.0930125713,0,0,28,-2.79427171,0.0283081736,0,0,29
1790284301.926686,1033347,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0387552381,0.024738282,1,30,1.24363351,-0.0232531428,-0.024738282,-1,28,-2.77285099,0.0101100625,0,0,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25277734,-0.0581328608,0,0,27,-2.79773116,0,0,0,30,-0.374257326,0.00387552381,0.024738282,1,46,1.25582993,-0.0155020952,-0.024738282,-1,27,-2.76991296,0,0,0,30,0.37067005,0.0271286666,0,0,49,1.2728157,-0.019377619,0,0,28,-2.79427171,0.0262861624,0,0,29
1790284301.928686,1033350,29.9955,0.3076,109,108,88,104,-0.0628029779,-0.0426307619,0.0742148459,3,30,1.24366379,0.0503818095,0,0,28,-2.77285099,-0.00202201237,0,0,31,0.0547188818,-0.0387552381,0.0742148459,3,30,1.25280762,0,0.0494765639,2,27,-2.79773116,-0.00404402474,0,0,30,-0.374227047,0.0387552381,0,0,46,1.25586021,0.0465062857,0,0,27,-2.76992869,-0.0323521979,0,0,30,0.37067005,0.0155020952,0,0,49,1.2728157,-0.0271286666,0,0,28,-2.79427171,0.00808804948,0.0474150404,1,29
1790284301.930679,1033352,29.9955,0.3076,109,108,88,104,-0.0628029779,-0.0348797143,0.024738282,1,30,1.24366379,0.0232531428,-0.0742148459,-3,28,-2.77286673,-0.0283081736,0,0,31,0.0547188818,-0.0426307619,0.0742148459,3,30,1.25277734,-0.0620083809,0.0494765639,2,27,-2.79773116,-0.00606603734,-0.0474150404,-1,30,-0.374227047,0.0387552381,-0.024738282,-1,47,1.25586021,0.0387552381,-0.024738282,-1,27,-2.76991296,0.0101100625,0,0,30,0.37067005,0.0116265714,0.024738282,1,49,1.2728157,-0.0155020952,0,0,28,-2.79428744,-0.0101100625,0.0474150404,1,29
1790284301.932788,1033353,29.9955,0.3076,109,108,88,104,-0.0627726987,0,0.0742148459,3,30,1.24366379,0.0426307619,-0.0494765639,-2,28,-2.77286673,-0.0262861624,0.0948300809,2,31,0.054749161,0.0232531428,0.024738282,1,30,1.25277734,-0.0542573333,0.024738282,1,27,-2.79771543,0.0323521979,0,0,30,-0.374196768,0.11239019,0,0,47,1.25586021,0.0348797143,-0.024738282,-1,27,-2.76992869,-0.0303301867,0,0,30,0.370639771,-0.0581328608,0,0,49,1.27284598,0.019377619,0,0,28,-2.79427171,0.0202201251,0,0,29
1790284301.934815,1033356,29.9955,0.2735,109,108,88,104,-0.062742427,0.0813859999,0.0494765639,2,30,1.24363351,-0.0310041904,0,0,28,-2.77285099,0.00202201237,0,0,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25280762,0.0155020952,0.0494765639,2,27,-2.79773116,-0.00808804948,0,0,30,-0.374227047,0.0968880951,0,0,47,1.25586021,0.0503818095,0,0,27,-2.76992869,-0.0283081736,-0.0948300809,-2,30,0.37070033,0.0658839047,0,0,49,1.2728157,0.0348797143,0,0,28,-2.79428744,-0.00404402474,0,0,29
1790284301.940656,1033357,29.9955,0.3076,109,108,88,104,-0.0627726987,0.00387552381,0.0494765639,2,30,1.24363351,-0.0310041904,0,0,28,-2.77286673,-0.0323521979,0,0,31,0.0547188818,-0.0387552381,0.0742148459,3,30,1.25280762,-0.0232531428,0.0494765639,2,27,-2.79771543,0.0303301867,0,0,30,-0.374257326,0.019377619,0,0,47,1.25586021,0.0503818095,0,0,27,-2.76991296,0,0,0,30,0.37067005,0.00387552381,0,0,49,1.27278543,-0.0736349523,0,0,27,-2.79427171,0.018198112,0.0474150404,1,29
1790284301.941066,1033359,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0503818095,0.0494765639,2,30,1.24366379,0.019377619,-0.0742148459,-3,28,-2.77285099,-0.034374211,0,0,31,0.0547188818,-0.0232531428,0.0494765639,2,30,1.25280762,-0.00775104761,0.0494765639,2,27,-2.79773116,-0.0121320747,0,0,30,-0.374227047,0.0813859999,0,0,47,1.25582993,-0.019377619,0.024738282,1,27,-2.76991296,0.00404402474,0,0,30,0.37067005,0,-0.024738282,-1,49,1.2728157,-0.0310041904,0,0,27,-2.79427171,-0.0101100625,0.0474150404,1,29
1790284301.941460,1033361,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0232531428,0.0742148459,3,30,1.24366379,0.0155020952,-0.024738282,-1,28,-2.77286673,-0.0303301867,0.0474150404,1,31,0.0547188818,-0.0503818095,0.024738282,1,30,1.25280762,-0.00775104761,0.0494765639,2,27,-2.79773116,0,0,0,30,-0.374227047,0.0232531428,0,0,47,1.25586021,0.0387552381,0,0,27,-2.76991296,-0.0202201251,0,0,30,0.37067005,0.00387552381,-0.024738282,-1,49,1.2728157,-0.0310041904,0,0,27,-2.79427171,-0.0101100625,0.0474150404,1,29
1790284301.942851,1033364,29.9866,0.2735,109,108,88,104,-0.0627726987,0.00387552381,0.024738282,1,30,1.24363351,-0.00775104761,0.024738282,1,28,-2.77285099,0.00404402474,0.0474150404,1,31,0.0547188818,-0.0232531428,0.0494765639,2,30,1.25277734,-0.0620083809,0.0742148459,3,27,-2.79774714,-0.0303301867,0,0,30,-0.374227047,0.0155020952,0,0,47,1.25586021,0.0310041904,0,0,27,-2.76991296,0.0121320747,-0.0474150404,-1,30,0.37067005,0.0116265714,-0.024738282,-1,49,1.2728157,-0.0310041904,-0.024738282,-1,28,-2.79428744,-0.00606603734,-0.0474150404,-1,29
1790284301.944737,1033365,29.9955,0.3076,109,108,88,104,-0.0628029779,-0.0348797143,0.0494765639,2,30,1.24369407,0.0891370475,-0.024738282,-1,28,-2.77285099,0.00404402474,0.0474150404,1,31,0.0547188818,-0.0310041904,0.0494765639,2,30,1.25280762,-0.0271286666,0.0494765639,2,27,-2.79773116,0,0,0,30,-0.374287605,0.0155020952,0,0,47,1.25586021,0.0387552381,0,0,27,-2.76991296,0.0101100625,0,0,30,0.37067005,0,-0.024738282,-1,49,1.27284598,-0.0271286666,0,0,28,-2.79428744,-0.0101100625,0,0,29
1790284301.946741,1033368,29.9955,0.3076,109,108,88,104,-0.0628029779,-0.0620083809,0.024738282,1,30,1.24366379,0.0271286666,-0.0742148459,-3,28,-2.77285099,0,-0.0474150404,-1,31,0.054749161,0.019377619,0.024738282,1,30,1.2528379,0.019377619,0,0,27,-2.79771543,0.0384182371,0,0,30,-0.374257326,0.0155020952,0,0,47,1.25586021,0.0310041904,0,0,27,-2.76991296,0.00202201237,0,0,30,0.370639771,-0.0465062857,-0.024738282,-1,49,1.27284598,0.0348797143,0,0,28,-2.79428744,0,0,0,29
1790284301.948683,1033369,30.0043,0.2393,109,108,88,104,-0.062833257,-0.0813859999,0.0742148459,3,30,1.24366379,0.0426307619,0,0,28,-2.77286673,-0.0202201251,0.0474150404,1,31,0.0547794402,0.0736349523,0.0494765639,2,30,1.25280762,-0.0387552381,0,0,27,-2.79773116,0.00606603734,0,0,30,-0.374257326,0.0155020952,0,0,47,1.25586021,0.0387552381,0,0,27,-2.76992869,-0.0222421363,-0.0948300809,-2,30,0.37067005,0.00775104761,0,0,49,1.27284598,0.019377619,0,0,28,-2.79427171,0.018198112,0,0,29
1790284301.950750,1033371,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0426307619,0.024738282,1,30,1.24363351,-0.00775104761,-0.024738282,-1,28,-2.77285099,0.00404402474,0.0474150404,1,31,0.0547188818,-0.0232531428,0.024738282,1,30,1.25280762,-0.0542573333,0.024738282,1,27,-2.79771543,0.0222421363,0,0,30,-0.374257326,0,-0.024738282,-1,47,1.25586021,0.0310041904,-0.024738282,-1,27,-2.76991296,0.00606603734,0,0,30,0.37070033,0.0387552381,-0.024738282,-1,49,1.27284598,0.0348797143,0,0,28,-2.79427171,0.0222421363,0,0,29
1790284301.952803,1033374,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0620083809,0.0742148459,3,30,1.24366379,0.0503818095,-0.0494765639,-2,28,-2.77286673,-0.0303301867,0,0,31,0.0547188818,-0.0232531428,0.0494765639,2,30,1.2528379,0.0310041904,0.0742148459,3,27,-2.79771543,0.0262861624,0,0,30,-0.374287605,0.0581328608,-0.024738282,-1,47,1.25582993,-0.0155020952,0,0,27,-2.76992869,0.00606603734,-0.0474150404,-1,30,0.37067005,0,0,0,49,1.2728157,-0.0232531428,0,0,28,-2.79425597,0.0384182371,0.0474150404,1,29
1790284301.954807,1033375,29.9955,0.2393,109,108,88,104,-0.0628029779,-0.019377619,0.0494765639,2,30,1.24369407,0.0697594285,-0.024738282,-1,28,-2.77286673,-0.0303301867,0,0,31,0.0547188818,-0.0387552381,0.024738282,1,30,1.2528379,0.0155020952,0,0,27,-2.79771543,0.0202201251,0,0,30,-0.374257326,0.0271286666,0,0,47,1.25582993,-0.00775104761,0,0,27,-2.76992869,-0.0202201251,0,0,30,0.37067005,0.00387552381,-0.024738282,-1,49,1.27278543,-0.0813859999,0.024738282,1,28,-2.79427171,0.0101100625,0,0,29
1790284301.956806,1033377,29.9866,0.2735,109,108,88,104,-0.0628029779,-0.0387552381,0.0494765639,2,30,1.24363351,-0.0232531428,0,0,28,-2.77286673,-0.0303301867,0.0474150404,1,31,0.054749161,0.019377619,0.0494765639,2,30,1.2528379,0,0.0494765639,2,27,-2.79773116,0.00202201237,0,0,30,-0.374227047,0.0813859999,0,0,47,1.25586021,0.0387552381,-0.024738282,-1,27,-2.76991296,0.00202201237,0,0,30,0.37070033,0.0581328608,-0.024738282,-1,49,1.27284598,0.0310041904,0,0,28,-2.79428744,-0.00404402474,0,0,29
1790284301.958663,1033380,29.9955,0.2735,109,108,88,104,-0.0627726987,-0.0891370475,0.024738282,1,30,1.24366379,0.0387552381,-0.0742148459,-3,28,-2.77285099,0.00606603734,-0.0474150404,-1,31,0.0547188818,-0.0310041904,0.024738282,1,30,1.25280762,-0.0232531428,0.0494765639,2,27,-2.79771543,0.0202201251,-0.0474150404,-1,30,-0.374227047,0.0387552381,0,0,47,1.25586021,0.0387552381,0,0,27,-2.76992869,-0.0242641494,0,0,30,0.37067005,0.0542573333,0,0,49,1.2728157,-0.0116265714,0.024738282,1,28,-2.79428744,-0.0141540868,0.0474150404,1,29
1790284301.960834,1033381,29.9866,0.2735,109,108,88,104,-0.0627726987,0.0116265714,0.024738282,1,30,1.24366379,0.0271286666,-0.024738282,-1,28,-2.77286673,-0.0303301867,0,0,31,0.0547188818,-0.0310041904,0.0494765639,2,30,1.25280762,-0.0155020952,0.0494765639,2,27,-2.79771543,0.0202201251,0,0,30,-0.374257326,-0.0155020952,0,0,47,1.25586021,0.0387552381,0,0,27,-2.76991296,0,-0.0474150404,-1,30,0.37070033,0.0387552381,0,0,49,1.2728157,-0.0116265714,0.024738282,1,28,-2.79425597,0.0363962241,0,0,29
1790284301.962734,1033383,29.9955,0.2393,109,108,88,104,-0.0628029779,-0.0426307619,0.0494765639,2,30,1.24366379,0.0271286666,-0.0742148459,-3,28,-2.77285099,0,0.0474150404,1,31,0.0547188818,-0.0271286666,0.0742148459,3,30,1.25280762,0.00387552381,0.0494765639,2,27,-2.79773116,0.0485282987,-0.0474150404,-1,30,-0.374257326,-0.0116265714,-0.024738282,-1,47,1.25589049,0.0968880951,0,0,27,-2.76991296,0.00808804948,0,0,30,0.37067005,-0.00387552381,0,0,49,1.27284598,0.0387552381,0.024738282,1,28,-2.79427171,0.00202201237,0,0,29
1790284301.964712,1033386,29.9955,0.2393,109,108,88,104,-0.062833257,-0.0968880951,0,0,30,1.24366379,0.0387552381,-0.0494765639,-2,28,-2.77285099,0.00808804948,0.0474150404,1,31,0.0547188818,-0.0310041904,0.0494765639,2,30,1.25280762,0,0.0494765639,2,27,-2.79771543,0.0202201251,-0.0474150404,-1,30,-0.374257326,-0.0271286666,0,0,46,1.25586021,0.0387552381,0,0,27,-2.76992869,-0.0303301867,-0.0474150404,-1,30,0.37067005,-0.00387552381,-0.024738282,-1,49,1.2728157,-0.0232531428,0,0,28,-2.79425597,0.0505503081,0,0,29
1790284301.966949,1033388,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0387552381,0.024738282,1,30,1.24363351,-0.00387552381,0,0,28,-2.77285099,0.00606603734,0,0,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25277734,-0.0465062857,0.0494765639,2,27,-2.79774714,-0.0303301867,0,0,30,-0.374257326,-0.0542573333,0,0,46,1.25586021,0.0348797143,-0.024738282,-1,27,-2.76992869,-0.0283081736,-0.0474150404,-1,30,0.37067005,0,0,0,49,1.2728157,-0.0155020952,0,0,28,-2.79427171,0.0242641494,0,0,29
1790284301.968826,1033389,29.9955,0.2393,109,108,88,104,-0.0628029779,-0.0232531428,0.024738282,1,30,1.24363351,-0.0232531428,-0.024738282,-1,28,-2.77286673,-0.0222421363,-0.0474150404,-1,31,0.0547188818,-0.0310041904,0.024738282,1,30,1.25280762,-0.0116265714,0.0494765639,2,27,-2.79771543,0.0262861624,0,0,30,-0.374227047,0.0426307619,0,0,46,1.25586021,0.0310041904,0.0494765639,2,27,-2.76992869,-0.0283081736,0,0,30,0.37067005,0,0,0,49,1.27284598,0.019377619,0,0,28,-2.79427171,0.0283081736,0.0474150404,1,29
1790284301.970967,1033392,29.9955,0.2735,109,108,88,104,-0.0627726987,0.0155020952,0.024738282,1,30,1.24366379,0.0503818095,-0.024738282,-1,28,-2.77286673,-0.0303301867,0,0,31,0.0547188818,-0.0348797143,0.0742148459,3,30,1.25277734,-0.0387552381,0.0742148459,3,27,-2.79773116,0,0,0,30,-0.374257326,-0.019377619,0,0,46,1.25586021,0.0310041904,0.0494765639,2,27,-2.76992869,-0.0202201251,0,0,30,0.37067005,0,0,0,49,1.27284598,0.0271286666,0,0,28,-2.79427171,0.0202201251,0.0474150404,1,29
1790284301.972934,1033394,29.9955,0.2393,109,108,88,104,-0.0627726987,0.019377619,0.0494765639,2,30,1.24366379,0.0736349523,-0.024738282,-1,28,-2.77285099,0.00606603734,-0.0474150404,-1,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25280762,0.00387552381,0.0494765639,2,27,-2.79771543,0.0222421363,0,0,30,-0.374227047,0.0465062857,0,0,47,1.25586021,0.0387552381,0,0,27,-2.76992869,-0.0303301867,0,0,30,0.37067005,0,-0.024738282,-1,49,1.27278543,-0.0775104761,0.024738282,1,28,-2.79428744,-0.016176099,-0.0474150404,-1,29
1790284301.974957,1033396,29.9955,0.2735,109,108,88,104,-0.0627726987,0.019377619,0.0494765639,2,30,1.24363351,-0.0116265714,0,0,28,-2.77286673,-0.0242641494,0,0,31,0.0547188818,0.0232531428,0.0494765639,2,30,1.25277734,-0.0426307619,0.0494765639,2,27,-2.79773116,0.0303301867,0,0,30,-0.374227047,0.0387552381,0,0,47,1.25586021,0.0348797143,0,0,27,-2.76992869,-0.0222421363,0,0,30,0.37067005,-0.00387552381,0,0,49,1.27278543,-0.0813859999,0,0,28,-2.79428744,-0.0424622633,0,0,29
1790284301.976720,1033398,29.9955,0.2393,109,108,88,105,-0.062833257,-0.100763619,0.0494765639,2,30,1.24366379,0.0348797143,-0.0494765639,-2,28,-2.77285099,-0.00404402474,0,0,31,0.0547188818,-0.0426307619,0.024738282,1,30,1.25277734,-0.0581328608,0.024738282,1,27,-2.79773116,-0.00606603734,0,0,30,-0.374227047,0.0503818095,0,0,47,1.25582993,-0.0116265714,0,0,27,-2.76992869,-0.0262861624,0,0,30,0.37067005,0.0155020952,0,0,49,1.27278543,-0.0813859999,0,0,28,-2.79427171,0.018198112,0.0474150404,1,29
1790284301.978640,1033400,29.9866,0.2735,109,108,88,105,-0.0628029779,-0.0387552381,0.024738282,1,30,1.24363351,-0.0116265714,-0.024738282,-1,28,-2.77286673,-0.0262861624,0,0,31,0.0547188818,-0.0387552381,0.0742148459,3,30,1.25280762,-0.0465062857,0.0494765639,2,27,-2.79773116,-0.00606603734,0,0,30,-0.374287605,-0.019377619,0,0,47,1.25586021,0.0387552381,0,0,27,-2.76992869,-0.0202201251,-0.0474150404,-1,30,0.37070033,0.0736349523,0,0,49,1.2728157,-0.0271286666,0,0,28,-2.79425597,0.0424622633,0,0,29
1790284301.980743,1033401,29.9955,0.2735,109,108,88,105,-0.0628029779,-0.0348797143,0.024738282,1,30,1.24360323,-0.0697594285,-0.0494765639,-2,28,-2.77285099,-0.0121320747,-0.0948300809,-2,31,0.0547188818,-0.0387552381,0.024738282,1,30,1.25277734,-0.0426307619,0,0,27,-2.79773116,-0.00202201237,0,0,30,-0.374227047,0.0968880951,-0.024738282,-1,46,1.25586021,0.0387552381,0,0,27,-2.76992869,-0.0262861624,-0.0474150404,-1,30,0.37070033,0.0581328608,0,0,49,1.2728157,-0.0155020952,0,0,28,-2.79427171,0.018198112,0.0474150404,1,29
1790284301.982678,1033403,29.9955,0.3076,109,108,88,104,-0.0627726987,0.0155020952,0.024738282,1,30,1.24366379,0.0155020952,-0.0742148459,-3,28,-2.77285099,0,0.0474150404,1,31,0.0547188818,-0.0387552381,0.0494765639,2,30,1.25277734,-0.0581328608,0.0494765639,2,27,-2.79773116,-0.00606603734,0,0,30,-0.374257326,0.0232531428,0,0,46,1.25586021,0.0310041904,-0.024738282,-1,27,-2.76992869,-0.0202201251,0,0,30,0.37067005,0,0,0,49,1.2728157,-0.019377619,0,0,28,-2.79427171,0.016176099,0,0,29
1790284301.984967,1033405,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0426307619,0.0494765639,2,30,1.24366379,-0.0116265714,-0.024738282,-1,28,-2.77285099,0,0,0,31,0.054749161,0.0232531428,0.0494765639,2,30,1.25280762,0.019377619,0.0494765639,2,27,-2.79773116,-0.00202201237,0,0,30,-0.374287605,-0.019377619,0,0,46,1.25582993,-0.019377619,0,0,27,-2.76991296,0.0101100625,0,0,30,0.37067005,0,0,0,49,1.27278543,-0.0813859999,0,0,28,-2.79427171,0.0202201251,0,0,29
1790284301.986675,1033407,29.9955,0.2393,109,108,88,104,-0.0628029779,-0.0387552381,0.024738282,1,30,1.24366379,0.0348797143,-0.024738282,-1,28,-2.77286673,-0.0202201251,-0.0474150404,-1,31,0.0547188818,-0.0542573333,0.024738282,1,30,1.25280762,0.0155020952,0.0494765639,2,27,-2.79773116,0,0,0,30,-0.374257326,0.0348797143,0,0,47,1.25586021,0.0426307619,0,0,27,-2.76991296,0,-0.0474150404,-1,30,0.37067005,0.0271286666,0,0,49,1.2728157,-0.00387552381,0.024738282,1,28,-2.79425597,0.0465062857,0,0,29
1790284301.988541,1033410,29.9955,0.2393,109,108,88,104,-0.0628029779,-0.0387552381,0.0742148459,3,30,1.24363351,-0.00387552381,-0.0494765639,-2,28,-2.77285099,-0.00606603734,0,0,31,0.0547188818,-0.019377619,0.0742148459,3,30,1.25277734,-0.0503818095,0.0494765639,2,27,-2.79773116,0,0,0,30,-0.374257326,0.0271286666,-0.024738282,-1,47,1.25586021,0.0426307619,0,0,27,-2.76991296,0.0101100625,0,0,30,0.37067005,0,0,0,49,1.27284598,0.0232531428,0,0,28,-2.79428744,-0.00202201237,0,0,29
1790284301.990239,1033411,29.9955,0.2735,109,108,88,104,-0.0628029779,-0.0387552381,0,0,30,1.24366379,0.0387552381,-0.0742148459,-3,28,-2.77285099,-0.00606603734,0,0,31,0.0547188818,-0.0387552381,0.024738282,1,30,1.25280762,0,0.0494765639,2,27,-2.79774714,0.0222421363,0,0,30,-0.374287605,-0.0271286666,0,0,47,1.25586021,0.0387552381,-0.024738282,-1,27,-2.76992869,-0.0202201251,0,0,30,0.37067005,0.00775104761,0,0,49,1.2728157,-0.0271286666,-0.024738282,-1,28,-2.79427171,0.0101100625,0,0,29
